pid,pub_type,pub_date,title,authors,doi,ark,journal,collaboration
"articles:12933","article","2013-12-01","A method for targeting air samplers for facility monitoring in an urban environment","Bieringer, P.;Longmore, S.;et al","10.1016/j.atmosenv.2013.06.012","ark:/85065/d7p55pdm","Atmospheric Environment","UCAR, University and Other"
"articles:12936","article","2013-10-01","Impact of wildfires on ozone exceptional events in the western U.S.","Jaffe, D.;Wigder, N.;et al","10.1021/es402164f","ark:/85065/d79024qr","Environmental Science & Technology","UCAR, University and Other"
"articles:12937","article","2014-04-01","Combined data assimilation of ozone tropospheric columns and stratospheric profiles in a high-resolution CTM","Barré, J.;Peuch, V.;et al","10.1002/qj.2176","ark:/85065/d7571cx4","Quarterly Journal of the Royal Meteorological Society","UCAR, University and Other"
"articles:12938","article","2014-09-18","Tropospheric CO vertical profiles deduced from total columns using data assimilation: Methodology and validation","El Amraoui, L.;Attié, J.;et al","10.5194/amt-7-3035-2014","ark:/85065/d71g0n5c","Atmospheric Measurement Techniques","UCAR, University and Other"
"articles:12940","article","2013-05-16","Secondary planetary waves in the middle and upper atmosphere following the stratospheric sudden warming event of January 2012","Chandran, A.;Garcia, R.;et al","10.1002/grl.50373","ark:/85065/d7rx9d0n","Geophysical Research Letters","UCAR and University"
"articles:12941","article","2013-10-16","The hydrological impact of geoengineering in the Geoengineering Model Intercomparison Project (GeoMIP)","Tilmes, S.;Fasullo, J.;et al","10.1002/jgrd.50868","ark:/85065/d7n87bn3","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:12942","article","2013-08-08","Dependence of particle nucleation and growth on high-molecular-weight gas-phase products during ozonolysis of α-pinene","Zhao, J.;Ortega, J.;et al","10.5194/acp-13-7631-2013","ark:/85065/d7hh6kzt","Atmospheric Chemistry and Physics","UCAR and University"
"articles:12943","article","2013-10-27","Improved cirrus simulations in a general circulation model using CARMA sectional microphysics","Bardeen, C.;Gettelman, A.;et al","10.1002/2013JD020193","ark:/85065/d7cr5v8z","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:12945","article","2013-07-16","Odin observations of Antarctic nighttime NO densities in the mesosphere-lower thermosphere and observations of a lower NO layer","Sheese, P.;Strong, K.;et al","10.1002/jgrd.50563","ark:/85065/d7474br9","Journal of Geophysical Research-Atmospheres","UCAR and University"
"articles:12946","article","2013-09-27","The diurnal and semidiurnal tides over Ascension Island (8° S, 14° W) and their interaction with the stratospheric quasi-biennial oscillation: Studies with meteor radar, eCMAM and WACCM","Davis, R.;Du, J.;et al","10.5194/acp-13-9543-2013","ark:/85065/d70g3m10","Atmospheric Chemistry and Physics","UCAR and University"
"articles:12947","article","2013-10-15","Stratospheric O₃ changes during 2001-2010: The small role of solar flux variations in a chemical transport model","Dhomse, S.;Chipperfield, M.;et al","10.5194/acp-13-10113-2013","ark:/85065/d7vq33k4","Atmospheric Chemistry and Physics","UCAR and University"
"articles:12948","article","2013-10-27","The influence of major sudden stratospheric warming and elevated stratopause events on the effects of energetic particle precipitation in WACCM","Holt, L.;Randall, C.;et al","10.1002/2013JD020294","ark:/85065/d7r2128f","Journal of Geophysical Research-Atmospheres","UCAR and University"
"articles:12949","article","2013-04-16",'Diagnosis of regime-dependent cloud simulation errors in CMIP5 models using "A-Train" satellite observations and reanalysis data',"Su, H.;Jiang, J.;et al","10.1029/2012JD018575","ark:/85065/d7m909k5","Journal of Geophysical Research-Atmospheres","UCAR, University and Other"
"articles:12950","article","2013-05-28","Annual/semiannual variation of the ionosphere","Qian, L.;Burns, A.;et al","10.1002/grl.50448","ark:/85065/d7gh9jvw","Geophysical Research Letters","UCAR only"
"articles:12951","article","2012-09-10","Long-time properties of magnetohydrodynamic turbulence and the role of symmetries","Stawarz, J.;Pouquet, A.;et al","10.1103/PhysRevE.86.036307","ark:/85065/d7br8t2p","Physical Review E","UCAR and University"
"articles:12952","article","2012-09-01","Anisotropy and nonuniversality in scaling laws of the large-scale energy spectrum in rotating turbulence","Sen, A.;Mininni, P.;et al","10.1103/PhysRevE.86.036319","ark:/85065/d7708296","Physical Review E","UCAR and University"
"articles:12953","article","2013-11-01","Quantifying tracer transport in the tropical lower stratosphere using WACCM","Abalos, M.;Randel, W.;et al","10.5194/acp-13-10591-2013","ark:/85065/d73779kg","Atmospheric Chemistry and Physics","UCAR and University"
"articles:12954","article","2013-11-06","Ozone seasonality above the tropical tropopause: Reconciling the Eulerian and Lagrangian perspectives of transport processes","Abalos, M.;Ploeger, F.;et al","10.5194/acp-13-10787-2013","ark:/85065/d7zg6t4n","Atmospheric Chemistry and Physics","UCAR and University"
"articles:12956","article","2013-07-01","A review of global ocean temperature observations: Implications for ocean heat content estimates and climate change","Abraham, J.;Baringer, M.;et al","10.1002/rog.20022","ark:/85065/d7q2415h","Reviews of Geophysics","UCAR, University and Other"
"articles:12957","article","2013-08-28","Australia's unique influence on global sea level in 2010-2011","Fasullo, J.;Boening, C.;et al","10.1002/grl.50834","ark:/85065/d7k938fs","Geophysical Research Letters","UCAR and University"
"articles:12958","article","2013-03-26","Climate data guide spurs discovery and understanding","Schneider, D.;Deser, C.;et al","","ark:/85065/d7fj2hpm","Eos","UCAR only"
"articles:12960","article","2013-09-28","The role of synoptic eddies in the tropospheric response to stratospheric variability","Domeisen, D.;Sun, L.;et al","10.1002/grl.50943","ark:/85065/d761116t","Geophysical Research Letters","UCAR and University"
"articles:12961","article","2013-09-10","A theory of ionospheric response to upward-propagating tides: Electrodynamic effects and tidal mixing effects","Yamazaki, Y.;Richmond, A.","10.1002/jgra.50487","ark:/85065/d72808hj","Journal of Geophysical Research-Space Physics","UCAR only"
"articles:12962","article","2013-09-01","Parameterizing bubble-mediated air-sea gas exchange and its effect on ocean ventilation","Liang, J.;Deutsch, C.;et al","10.1002/gbc.20080","ark:/85065/d7xk8gf1","Global Biogeochemical Cycles","UCAR, University and Other"
"articles:12963","article","2013-10-01","An ensemble adjustment Kalman filter for the CCSM4 ocean component","Karspeck, A.;Yeager, S.;et al","10.1175/JCLI-D-12-00402.1","ark:/85065/d7st7qrr","Journal of Climate","UCAR only"
"articles:12965","article","2013-11-01","Vertical temperature profiles at maximum entropy production with a net exchange radiative formulation","Herbert, C.;Paillard, D.;et al","10.1175/JCLI-D-13-00060.1","ark:/85065/d7j9678z","Journal of Climate","UCAR and Other"
"articles:12966","article","2013-10-01","Implementation and initial evaluation of the glimmer community ice sheet model in the community earth system model","Lipscomb, W.;Fyke, J.;et al","10.1175/JCLI-D-12-00557.1","ark:/85065/d7dj5ghs","Journal of Climate","UCAR, University and Other"
"articles:12967","article","2013-09-01","Upper atmosphere differences between northern and southern high latitudes: The role of magnetic field asymmetry","Förster, M.;Cnossen, I.","10.1002/jgra.50554","ark:/85065/d78s4qs2","Journal of Geophysical Research-Space Physics","UCAR and Other"
"articles:12970","article","2013-09-01","On the self-organizing process of large scale shear flows","Newton, A.;Kim, E.;et al","10.1063/1.4817955","ark:/85065/d7wm1f96","Physics of Plasmas","UCAR and University"
"articles:12971","article","2013-08-28","Application of data assimilation in the Whole Atmosphere Community Climate Model to the study of day-to-day variability in the middle and upper atmosphere","Pedatella, N.;Raeder, K.;et al","10.1002/grl.50884","ark:/85065/d7rv0pkg","Geophysical Research Letters","UCAR only"
"articles:12973","article","2013-09-27","The impact of emission and climate change on ozone in the United States under representative concentration pathways (RCPs)","Gao, Y.;Fu, J.;et al","10.5194/acp-13-9607-2013","ark:/85065/d7h9962p","Atmospheric Chemistry and Physics","UCAR and University"
"articles:12974","article","2013-11-15","Spring onset variations and trends in the continental United States: Past and regional assessment using temperature-based indices","Schwartz, M.;Ault, T.;et al","10.1002/joc.3625","ark:/85065/d7cj8fbz","International Journal of Climatology","UCAR, University and Other"
"articles:12975","article","2013-08-01","Limits to flood forecasting in the Colorado front range for two summer convection periods using radar nowcasting and a distributed hydrologic model","Moreno, H.;Vivoni, E.;et al","10.1175/JHM-D-12-0129.1","ark:/85065/d77s7pnp","Journal of Hydrometeorology","UCAR and University"
"articles:12976","article","2013-07-01","Balance properties of the short-range forecast errors in the ECMWF 4D-Var ensemble","Zagar, N.;Isaksen, L.;et al","10.1002/qj.2033","ark:/85065/d7445ncf","Quarterly Journal of the Royal Meteorological Society","UCAR, University and Other"
"articles:12978","article","2013-09-15","The amplification of Arctic terrestrial surface temperatures by reduced sea-ice extent during the Pliocene","Ballantyne, A.;Axford, Y.;et al","10.1016/j.palaeo.2013.05.002","ark:/85065/d7vm4d5t","Palaeogeography, Palaeoclimatology, Palaeoecology","UCAR and University"
"articles:12980","article","2013-11-01","Phylogenetic conservatism in plant phenology","Davies, T.;Wolkovich, E.;et al","10.1111/1365-2745.12154","ark:/85065/d7m32wns","Journal of Ecology","UCAR, University and Other"
"articles:12981","article","2013-11-05","Increased dry-season length over southern Amazonia in recent decades and its implication for future climate projection","Fua, R.;Yina, L.;et al","10.1073/pnas.1302584110","ark:/85065/d7gb24xf","Proceedings of the National Academy of Sciences of the United States of America","UCAR, University and Other"
"articles:12982","article","2013-11-01","Scaling climate change experiments across space and time","Lee, H.;Mishurov, M.","10.1111/nph.12543","ark:/85065/d7bk1d81","New Phytologist","UCAR and University"
"articles:12983","article","2013-11-01","A geostatistical approach for producing daily Level-3 MODIS aerosol optical depth analyses","Ruiz-Ariasa, J.;Dudhia, J.;et al","10.1016/j.atmosenv.2013.07.002","ark:/85065/d76w9bz2","Atmospheric Environment","UCAR and University"
"articles:12984","article","2013-10-01","Can marine cloud brightening reduce coral bleaching?","Latham, J.;Kleypas, J.;et al","10.1002/asl2.442","ark:/85065/d7348m8h","Atmospheric Science Letters","UCAR and University"
"articles:12990","article","2012-11-15","Mean biases, variability, and trends in air-sea fluxes and sea surface temperature in the CCSM4","Bates, S.;Fox-Kemper, B.;et al","10.1175/JCLI-D-11-00442.1","ark:/85065/d79p32hh","Journal of Climate","UCAR, University and Other"
"articles:12991","article","2013-08-01","An assessment of global and regional sea level in a suite of interannual CORE- II simulations: A synopsis","Griffies, S.;Yin, J.;et al","","ark:/85065/d75x29t7","CLIVAR Exchanges Newsletter","UCAR, University and Other"
"articles:12993","article","2012-11-28","Case studies for initialized decadal hindcasts and predictions for the Pacific region","Meehl, G.;Teng, H.","10.1029/2012GL053423","ark:/85065/d7xd12j1","Geophysical Research Letters","UCAR only"
"articles:12994","article","2012-08-28","On the interpretation of constrained climate model ensembles","Sanderson, B.;Knutti, R.","10.1029/2012GL052665","ark:/85065/d7sn09t9","Geophysical Research Letters","UCAR and Other"
"articles:12995","article","2013-11-01","Winter weather patterns over Northern Eurasia and Arctic sea ice loss","Wu, B.;Handorf, D.;et al","10.1175/MWR-D-13-00046.1","ark:/85065/d7nv9k4w","Monthly Weather Review","UCAR, University and Other"
"articles:12996","article","2013-05-01","Energy consumption and the unexplained winter warming over northern Asia and North America","Zhang, G.;Cai, M.;et al","10.1038/NCLIMATE1803","ark:/85065/d7j38tgc","Nature Climate Change","UCAR and University"
"articles:12997","article","2013-12-01","Model support for forcing of the 8.2 ka event by meltwater from the Hudson Bay ice dome","Wagner, A.;Morrill, C.;et al","10.1007/s00382-013-1706-z","ark:/85065/d7df6s3g","Climate Dynamics","UCAR, University and Other"
"articles:12998","article","2013-09-03","Mid-Pliocene East Asian monsoon climate simulated in the PlioMIP","Zhang, R.;Yan, Q.;et al","10.5194/cp-9-2085-2013","ark:/85065/d78p61f1","Climate of the Past","UCAR, University and Other"
"articles:12999","article","2013-04-09","Climatic impacts of fresh water hosing under last glacial maximum conditions: A multi-model study","Kageyama, M.;Merkel, U.;et al","10.5194/cp-9-935-2013","ark:/85065/d74x58q9","Climate of the Past","UCAR, University and Other"
"articles:13000","article","2013-04-10","Model sensitivity to North Atlantic freshwater forcing at 8.2 ka","Morrill, C.;LeGrande, A.;et al","10.5194/cp-9-955-2013","ark:/85065/d7154hzf","Climate of the Past","UCAR, University and Other"
"articles:13001","article","2013-09-16","How warm was the last interglacial? New model-data comparisons","Otto-Bliesner, B.;Rosenbloom, N.;et al","10.1098/rsta.2013.0097","ark:/85065/d7wd41gj","Philosophical Transactions of the Royal Society. Series A, Mathematical, Physical & Engineering Sciences","UCAR and University"
