wos id	Author	author full name	group authors	title	source	book series	conference title	conference date	conference location	sponsor	host	DE	ID	abstract	issn	isbn	published month-day	published year	volume	issue	part	supplement	special issue	beginning page	ending page	article number	doi
WOS:000285256000001	"Lopez, RE; Bruntz, R; Mitchell, EJ; Wiltberger, M; Lyon, JG; Merkin, VG"	"Lopez, R. E.; Bruntz, R.; Mitchell, E. J.; Wiltberger, M.; Lyon, J. G.; Merkin, V. G."		Role of magnetosheath force balance in regulating the dayside reconnection potential	JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS									"When the interplanetary magnetic field ( IMF) is southward, most of the ionospheric potential is generated by merging between the IMF and the magnetospheric field. Typically, the ionospheric potential responds linearly to the magnitude of the southward IMF. However, when the IMF magnitude is large, the ionospheric potential saturates and it becomes relatively insensitive to further increases in the IMF magnitude. We present evidence from simulations that under purely southward IMF conditions, the value of the portion of the potential due to reconnection is controlled by the divergence of the magnetosheath flow, which determines the geoeffective length in the solar wind. Typically, the gradient in the plasma pressure controls the magnetosheath flow, so as the southward IMF increases in magnitude, the change in the magnetosheath force balance is negligible, the geoeffective length in the solar wind does not change, and the reconnection potential increases linearly with the magnitude of the IMF. However, when the IMF magnitude increases to the point where J x B becomes the dominant force in the magnetosheath, further increases in IMF magnitude do affect the overall force balance, diverting more flow away from the merging line, decreasing the geoeffective length, and limiting the global merging rate. Thus magnetosheath force balance can be seen as a single organizing factor that regulates the geoeffective length in the solar wind for the entire range of solar wind parameters."	0148-0227		DEC 8	2010	115							A12216	10.1029/2009JA014597
WOS:000285017500007	"Medeiros, B; Nuijens, L; Antoniazzi, C; Stevens, B"	"Medeiros, Brian; Nuijens, Louise; Antoniazzi, Chiara; Stevens, Bjorn"		Low-latitude boundary layer clouds as seen by CALIPSO	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES									"The distribution of low-level cloud in the tropical belt is investigated using 6 months of Level 2 retrievals from Cloud-Aerosol Lidar and Infrared Pathfinder Satellite Observation (CALIPSO) at 333 m and 1 km horizontal resolutions. Regional patterns of tropical clouds emerge from the data, matching expectations from existing observations. The advantage of the lidar is highlighted by the distribution of cloud-top height, revealing the preponderance of low-level clouds over the tropical oceans. Over land, cloud top is more uniformly distributed under the influence of diurnal variation. The integrated cloud-top distribution suggests tropical, marine low-cloud amount around 25-30%; a merged CALIPSO-CloudSat product has a similar cloud-top distribution and includes a complementary estimate of cloud fraction based on the lidar detections. The low-cloud distribution is similar to that found in fields of shallow cumulus observed during the Rain in Cumulus Over the Ocean (RICO) field study. The similarity is enhanced by sampling near the RICO site or sampling large-scale conditions similar to those during RICO. This finding shows how satellite observations can help to generalize findings from detailed field observations."	0148-0227		DEC 4	2010	115							D23207	10.1029/2010JD014437
WOS:000285020000008	"Liu, HL; Foster, BT; Hagan, ME; McInerney, JM; Maute, A; Qian, L; Richmond, AD; Roble, RG; Solomon, SC; Garcia, RR; Kinnison, D; Marsh, DR; Smith, AK; Richter, J; Sassi, F; Oberheide, J"	"Liu, H. -L.; Foster, B. T.; Hagan, M. E.; McInerney, J. M.; Maute, A.; Qian, L.; Richmond, A. D.; Roble, R. G.; Solomon, S. C.; Garcia, R. R.; Kinnison, D.; Marsh, D. R.; Smith, A. K.; Richter, J.; Sassi, F.; Oberheide, J."		Thermosphere extension of the Whole Atmosphere Community Climate Model	JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS									"In atmospheric and space environment studies it is key to understand and to quantify the coupling of atmospheric regions and the solar impacts on the whole atmosphere system. There is thus a need for a numerical model that encompasses the whole atmosphere and can self-consistently simulate the dynamic, physical, chemical, radiative, and electrodynamic processes that are important for the Sun-Earth system. This is the goal for developing the National Center for Atmospheric Research (NCAR) Whole Atmosphere Community Climate Model (WACCM). In this work, we report the development and preliminary validation of the thermospheric extension of WACCM (WACCM-X), which extends from the Earth's surface to the upper thermosphere. The WACCM-X uses the finite volume dynamical core from the NCAR Community Atmosphere Model and includes an interactive chemistry module resolving most known neutral chemistry and major ion chemistry in the middle and upper atmosphere, and photolysis and photoionization. Upper atmosphere processes, such as nonlocal thermodynamic equilibrium, radiative transfer, auroral processes, ion drag, and molecular diffusion of major and minor species, have been included in the model. We evaluate the model performance by examining the quantities essential for the climate and weather of the upper atmosphere: the mean compositional, thermal, and wind structures from the troposphere to the upper thermosphere and their variability on interannual, seasonal, and daily scales. These quantities are compared with observational and previous model results."	0148-0227		DEC 4	2010	115							A12302	10.1029/2010JA015586
WOS:000285017100011	"Sun, BM; Reale, A; Seidel, DJ; Hunt, DC"	"Sun, Bomin; Reale, Anthony; Seidel, Dian J.; Hunt, Douglas C."		Comparing radiosonde and COSMIC atmospheric profile data to quantify differences among radiosonde types and the effects of imperfect collocation on comparison statistics	JOURNAL OF GEOPHYSICAL RESEARCH-ATMOSPHERES									"Collocated global atmospheric temperature, humidity, and refractivity profiles from radiosondes and from Constellation Observing System for Meteorology, Ionosphere, and Climate (COSMIC) radio occultation data for April 2008 to October 2009 are compared for two purposes. The first is to quantify the error characteristics of 12 radiosonde types flown in the global operational network, as a function of height and for both day and nighttime observations, for each of the three variables. The second is to determine the effects of imperfect temporal and spatial collocation on the radiosonde-COSMIC differences, for application to the general problem of satellite calibration and validation using in situ sounding data. Statistical analyses of the comparisons reveal differences among radiosonde types in refractivity, relative humidity, and radiation-corrected temperature data. Most of the radiosonde types show a dry bias, particularly in the upper troposphere, with the bias in daytime drier than in nighttime. Weather-scale variability, introduced by collocation time and distance mismatch, affects the comparison of radiosonde and COSMIC data by increasing the standard deviation errors, which are generally proportional to the size of the time and distance mismatch within the collocation window of 6 h and 250 km considered. Globally, in the troposphere (850-200 hPa), the collocation mismatch impacts on the comparison standard deviation errors for temperature are 0.35 K per 3 h and 0.42 K per 100 km and, for relative humidity, are 3.3% per 3 h and 3.1% per 100 km, indicating an approximate equivalence of 3 h to 100 km in terms of mismatch impact."	0148-0227		DEC 3	2010	115							D23104	10.1029/2010JD014457
WOS:000285019700003	"Ma, RP; Xu, JY; Wang, WB; Lei, JH; Liu, HL; Maute, A; Hagan, ME"	"Ma, Ruiping; Xu, Jiyao; Wang, Wenbin; Lei, Jiuhou; Liu, Han-Li; Maute, Astrid; Hagan, Maura E."		Variations of the nighttime thermospheric mass density at low and middle latitudes	JOURNAL OF GEOPHYSICAL RESEARCH-SPACE PHYSICS									"The latitudinal structure of the nighttime thermospheric mass density at 385 km has been investigated using observations made by the accelerometer onboard the CHAMP satellite between 2002 and 2007. The nighttime thermospheric mass density had a clear latitudinal variation. There was a local density peak around the geographic equator and two minima at about +/- 30 degrees. This nighttime equatorial mass anomaly (NEMA) was opposite to the latitudinal variations of the daytime ionospheric equatorial anomaly and thermospheric mass density anomaly as both have minima at the magnetic dip equator and maxima around +/- 20 degrees in magnetic latitudes. This anomalous behavior of the nighttime thermospheric mass density had strong local time, seasonal, hemispheric, and solar cycle dependences. The largest crest-to-trough ratio between the peak density at the equator and the minima at the anomaly latitudes (+/- 30 degrees) occurred between 0000 and 0200 local time. The NEMA appeared to be more pronounced during solstice seasons. It was also stronger during solar minimum than during solar maximum. In addition, under the same geophysical conditions, the empirical NRLMSISE-00 model shows similar but much weaker nighttime mass density anomaly features at low and middle latitudes. A high-resolution National Center for Atmospheric Research-Thermosphere Ionosphere Mesosphere Energetics Global Circulation Model (TIMEGCM) simulation reproduced most of the observed latitudinal variations of the nighttime mass density as well as the thermospheric midnight temperature maximum (MTM). Model results suggest that superposition of diurnal and semidiurnal migrating tides of modes up to wave number 6 is the likely cause of both the NEMA and MTM phenomena."	0148-0227		DEC 2	2010	115							A12301	10.1029/2010JA015784
WOS:000292292600007	"Yue, J; Liu, HL"	"Yue, Jia; Liu, Han-Li"		Fast meridional transport in the lower thermosphere by planetary-scale waves	JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS									"Observations showed that the main engine water exhaust plumes from space shuttles released at similar to 110 km altitude from Florida could be transported over thousands of kilometers northward or southward, reaching the Arctic after a day or so, and in one case Antarctica after three days (Stevens et al., 2003,2005). In this work, we study the meridional transport associated with the quasi-two-day wave (QTDW) and migrating tides. Diagnostic calculations are performed to trace the particle trajectories using winds from the Thermosphere-Ionosphere-Mesosphere-Electrodynamics General Circulation Model (TIME-GCM) simulations for January, when the amplitude of the QTDW usually peaks. The calculations demonstrate that the mean meridional circulation, a QTDW or a migrating tide cannot individually sustain planetary-scale meridional transport for one to three days, but the combined effects of a QTDW and a tide can. In particular, when the QTDW and the tides are scaled according to the observed amplitudes, particles released at similar to 110 km and appropriate longitudes/local times can under go transport fast enough to reach Antarctica within three days as observed. The magnitude and direction of the transport depend on the amplitudes and phases of the tides and the QTDW. These simulations thus suggest that the observed rapid planetary-scale meridional transport of the shuttle main engine plume can be driven by planetary waves and tides. (C) 2010 Elsevier Ltd. All rights reserved."	1364-6826		DEC	2010	72	18				1372	1378		10.1016/j.jastp.2010.10.001
WOS:000285196000011	"Yuan, W; Xu, JY; Ma, RP; Wu, QA; Jiang, GY; Gao, H; Liu, XA; Chen, SZ"	Yuan Wei; Xu JiYao; Ma RuiPing; Wu QiAn; Jiang GuoYing; Gao Hong; Liu Xiao; Chen SunZheng		First observation of mesospheric and thermospheric winds by a Fabry-Perot interferometer in China	CHINESE SCIENCE BULLETIN									"A Fabry-Perot interferometer, funded by the Meridian Project in China, was deployed at the Xinglong station (40.2 degrees N, 117.4 degrees E) of the National Astronomical Observatories in Hebei Province, China. The instrument has been operating since April 2010, measuring mesospheric and thermospheric winds. The first observational data of winds at three heights in the mesosphere and thermosphere were analyzed, demonstrating the capacity of this instrument to aid basic scientific research. The wavelengths of three airglow emissions were OH892.0, OI 557.7, and OI 630.0 nm, which corresponded to heights of 87, 98, and 250 km, respectively. Three 38-day data sets of horizontal winds, from April 5, 2010 to May 12, 2010, show clear day-to-day variations at the same height. The minimum and maximum meridional winds at heights of 87, 98, and 250 km were -16.5 to 8.7 m/s, -24.4 to 15.9 m/s, and -43.6 to 1.5 m/s. Measurements of zonal winds were -5.4 to 7.6 m/s, 2.3 to 23.0 m/s, and -22.6 to 49.3 m/s. The average data from the observations was consistent with the data from HWM93. The wind data at heights of 87 and 98 km suggest a semi-diurnal oscillation, clearly consistent with HWM93 results. Conversely there was a clear discrepancy between the observations and the model at 250 km. In general, this Fabry-Perot interferometer is a useful ground-based instrument for measuring mesospheric and thermospheric winds at middle latitudes."	1001-6538		DEC	2010	55	35				4046	4051		10.1007/s11434-010-4192-2
WOS:000288412200014	"Carniel, S; Kantha, L; Bergamasco, A; Prandke, H; Small, RJ; Sclavo, M"	"Carniel, S.; Kantha, L.; Bergamasco, A.; Prandke, H.; Small, R. Justin; Sclavo, M."		Layered structures in the upper Ligurian Sea	NUOVO CIMENTO DELLA SOCIETA ITALIANA DI FISICA B-BASIC TOPICS IN PHYSICS									"During the dedicated sea-truth cruise LIGURE2007, a part of the intensive observational campaign Ligurian Sea Air-Sea Interaction Experiment (LASIE) performed in the eastern Ligurian Sea (Italy) from 16th to 23rd June in 2007, the R/V Urania carried out an intensive microstructure measurement program. Most of these measurements were made between 17th and 20th, in the vicinity of a spar buoy anchored 60 km off the coast in a region with a water column depth of approximately 1500 m; the prevailing light wind conditions and intense solar radiation limited the depth of the upper mixed layer to about 10-15 m. We carried out measurements of the structure of the upper water column to a depth exceeding about 200 m. Interestingly, the microstructure measurements revealed multiple layers of relatively elevated dissipation and diffusivity rates around a. depth of about 100 m. Since the water column is shown not to be not conducive to double-diffusion, these layered structures must have been produced by small-scale shear due to other processes, such as breaking internal waves. In this paper, we describe the oceanographic conditions prevailing at the time of the measurements, as well as the general turbulent properties in the upper part of the water column. In particular, the layered structures below the mixed layer are discussed in detail, with suggestions as to the likely origin and possible ways of investigating these processes."	2037-4895		DEC	2010	125	12				1567	1586		10.1393/ncb/i2010-10945-8
WOS:000285777700055	"Kim, EJ; Liu, HL; Anderson, J"	"Kim, Eun-jin; Liu, Han-Li; Anderson, Johan"		Intermittency and self-organization in turbulent flows	PHYSICA SCRIPTA		2nd International Conference and Advanced School on Turbulent Mixing and Beyond	2009-07-27-2009-08-07	"Trieste, ITALY"		Abdus Salam Int Ctr Theoret Phys			"We present a statistical theory of self-organization of shear flows, modeled by a nonlinear diffusion equation with a stochastic forcing. A non-perturbative method based on a coherent structure is utilized for the prediction of probability distribution functions (PDFs), showing strong intermittency with exponential tails. We confirm these results by numerical simulations. Furthermore, the results reveal a significant probability of super-critical states due to stochastic perturbation. To elucidate the crucial role of relative time scales of relaxation and disturbance in the determination of PDFs, we present numerical simulation results obtained in a threshold model where the diffusion is given by discontinuous values. Our results highlight the importance of a statistical description of gradients."	0031-8949		DEC	2010	T142							014053	10.1088/0031-8949/2010/T142/014053
WOS:000285777700005	"Teitelbaum, T; Mininni, PD"	"Teitelbaum, T.; Mininni, P. D."		Large-scale effects on the decay of rotating helical and non-helical turbulence	PHYSICA SCRIPTA		2nd International Conference and Advanced School on Turbulent Mixing and Beyond	2009-07-27-2009-08-07	"Trieste, ITALY"		Abdus Salam Int Ctr Theoret Phys			"Turbulent mixing in geophysics is often affected by the presence of rotation, which renders the flow anisotropic at large scales. Helicity (correlation between the velocity and its curl) has relevance for atmospheric and astrophysical flows and can also affect mixing. In this paper, decaying three-dimensional (3D) turbulence is studied via direct numerical simulations (DNS) for an isotropic non-rotating flow and for rotating flows with and without helicity. We analyze the cases of moderate Rossby number and large Reynolds number, focusing on the behavior of the energy spectrum at large scales and studying its effect on the time evolution of the energy and integral scales for E(k) similar to k(4) initial conditions. In the non-rotating case, we observe the classical energy decay rate t(-10/7) and a growth of the integral length proportional to t(2/7) in agreement with the prediction obtained assuming conservation of the Loitsyanski integral. In the presence of rotation we observe a decoupling in the decay of the modes perpendicular to the rotation axis from the remaining 3D modes. These slow modes show a behavior similar to that found in two-dimensional (2D) turbulence, whereas the 3D modes decay as in the isotropic case. We phenomenologically explain the decay considering integral conserved quantities that depend on the large-scale anisotropic spectrum. The decoupling of modes is also observed for a flow with a net amount of helicity. In this case, the 3D modes decay as an isotropic fluid with a constant, constrained integral length and the 2D modes decay as a constrained rotating fluid with maximum helicity."	0031-8949		DEC	2010	T142							014003	10.1088/0031-8949/2010/T142/014003
WOS:000286421700030	"Mearns, LO"	"Mearns, Linda O."		Quantification of uncertainties of future climate change: Challenges and applications	PHILOSOPHY OF SCIENCE									"Increasing societal concerns regarding the potential deleterious effects of future climate change have galvanized efforts to manage the problem both through reduction of greenhouse gases (mitigation) and through development of plans to reduce the impacts of climate change that cannot be avoided (adaptation). These critical activities require making decisions under conditions of considerable uncertainty regarding future conditions in physical and human systems. As the focus on providing information about future climate for taking actions to cope with climate change, the science of uncertainty of climate change will develop more and more with the needs of decision makers in mind."	0031-8248		DEC	2010	77	5				998	1011		10.1086/656817
WOS:000286088700007	"Lahsen, M; Sanchez-Rodriguez, R; Lankao, PR; Dube, P; Leemans, R; Gaffney, O; Mirza, M; Pinho, P; Osman-Elasha, B; Smith, MS"	"Lahsen, Myanna; Sanchez-Rodriguez, Roberto; Lankao, Patricia Romero; Dube, Pauline; Leemans, Rik; Gaffney, Owen; Mirza, Monirul; Pinho, Patricia; Osman-Elasha, Balgis; Smith, Mark Stafford"		"Impacts, adaptation and vulnerability to global environmental change: Challenges and pathways for an action-oriented research agenda for middle-income and low-income countries"	CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY									"The socio-economic impacts of environmental stresses associated with global environmental change depend to a large extent on how societies organize themselves. Research on climate-related societal impacts, vulnerability and adaptation is currently underdeveloped, prompting international global environmental change research institutions to hold a series of meetings in 2009-2010. One of these aimed at identifying needs in middle-income and low-income countries (MLICs), and found that effective responses to the challenge of reducing vulnerability and enhancing adaptation will drive research and policy into challenging and innovative areas of research. Producing impacts, vulnerability and adaptation knowledge requires greater inclusion of MLIC researchers and a rethinking of the research structures, institutions and paradigms that have dominated global change research to date. Scientific literature discussed in this article suggests that governance issues need to become central objects of empirically based, detailed, multiscalar and action-oriented research, and that this needs to address the politically sensitive and seemingly intractable issue of reducing global inequities in power and resource distribution. The scientific literature suggests that without effective action in those directions, current trends toward greater inequality will continue to both reflect and intensify global environmental threats and their impacts."	1877-3435		DEC	2010	2	6-May				364	374		10.1016/j.cosust.2010.10.009
WOS:000285909700007	"Holland, GJ; Belanger, JI; Fritz, A"	"Holland, Greg J.; Belanger, James I.; Fritz, Angela"		A revised model for radial profiles of hurricane winds	MONTHLY WEATHER REVIEW									"A revision to the Holland parametric approach to modeling the radial profile of winds in hurricanes is presented. The approach adopted uses information readily available from hurricane archives or in hurricane warning information and the profile can be readily incorporated into existing parametric models of the hurricane surface wind field. The original model utilized central and environmental surface pressures, maximum winds, and radius of maximum winds. In the revision a capacity to incorporate additional wind observations at some radius within the hurricane circulation was included. If surface observations are used, then a surface wind profile will result, obviating the need for deriving a boundary layer reduction from the gradient wind level. The model has considerably less sensitivity to data errors compared to the original and is shown to reproduce hurricane reconnaissance and surface wind profiles with high accuracy."	0027-0644		DEC	2010	138	12				4393	4401		10.1175/2010MWR3317.1
WOS:000285909700009	"Schumacher, RS; Schultz, DM; Knox, JA"	"Schumacher, Russ S.; Schultz, David M.; Knox, John A."		"Convective snowbands downstream of the Rocky Mountains in an environment with conditional, dry symmetric, and inertial instabilities"	MONTHLY WEATHER REVIEW									"Convective snowbands moved slowly over Wyoming and northern Colorado on 16-17 February 2007 and produced up to 71 mm (2.8 in.) of snow that was unpredicted by operational numerical weather prediction models and human forecasters. The northwest southeast-oriented bands lasted for over 6 h, comprising both a single major band (more than 30 km wide) and multiple minor bands (about 10 km wide). The convective bands initiated within the ascending branch of a secondary circulation associated with both near-surface and elevated frontogenesis, but the bands remained nearly stationary while the near-surface frontogenesis moved quickly equatorward. The bands occurred downstream of complex terrain on the anticyclonic-shear side of a midlevel jet streak, where conditional, dry symmetric (negative potential vorticity), and inertial (negative absolute vorticity) instabilities were present. To determine the mechanisms responsible for the development and organization of these bands, simulations using a convection-permitting numerical model are conducted. In contrast to the operational models, these simulations are able to produce convective bands in the same area and at about the same time as that observed. The simulated bands occurred in an environment with a nearly well-mixed, baroclinic boundary layer, positive convective available potential energy. and widespread negative potential vorticity. Individual bands initiated on the low-momentum side of vorticity banners downstream of mountains, and in association with frontogenetical ascent along two baroclinic zones. In addition, ascent caused by both frontogenesis and banded moist convection produced additional narrow regions of negative vorticity by transporting low-momentum air upward and creating strong horizontal gradients in wind speed. This event is similar to other observed instances of banded convection in the western United States on the anticyclonic-shear side of strong mid- and upper-tropospheric jets in environments lacking large-scale saturation. In contrast, these events differ from previously published banded precipitation events in the comma head of extratropical cyclones and downstream of mountains where large-scale saturation is present."	0027-0644		DEC	2010	138	12				4416	4438		10.1175/2010MWR3334.1
WOS:000285909700010	"Wurman, J; Kosiba, K; Markowski, P; Richardson, Y; Dowell, D; Robinson, P"	"Wurman, Joshua; Kosiba, Karen; Markowski, Paul; Richardson, Yvette; Dowell, David; Robinson, Paul"		"Finescale single- and dual-Doppler analysis of tornado intensification, maintenance, and dissipation in the Orleans, Nebraska, supercell"	MONTHLY WEATHER REVIEW									"Finescale, single- and dual-Doppler observations are used to diagnose the three-dimensional structure of the wind field surrounding a tornado that occurred near the town of Orleans, Nebraska, on 22 May 2004. The evolution of the vorticity and divergence fields and other structures near the tornado are documented in the lowest kilometer. Changes in tornado intensity are compared to the position of the tornado relative to primary and secondary gust fronts. Circulation on scales of a few kilometers surrounding the tornado remains relatively constant during the analysis period, which spans the intensifying and mature periods of the tornado's life cycle. Stretching of vertical vorticity and tilting of horizontal vorticity are diagnosed, but the latter is near or below the threshold of delectability in this analysis during the observation period in the analyzed domain. Low-level circulation within 500 m of the tornado increased several minutes before vortex-relative and ground-relative near-surface wind speeds in the tornado increased, raising the possibility that such trends in circulation may be useful in forecasting tornado intensification."	0027-0644		DEC	2010	138	12				4439	4455		10.1175/2010MWR3330.1
